id,lead_id,source_category,created_at,preferred_location,timezone_location,current_status
212,bdc35261506e87867fccd300165dd8e8,Online,2023-11-11T00:36:42.723Z,BENHIL,Asia/Jakarta,Fresh
213,bdc35261506e87867fccd300165dd8e8,Online,2023-11-11T00:36:42.723Z,BENHIL,Asia/Jakarta,No Response
214,be083c73596c08fa548418c8e5cf0a64,Online,2024-05-11T07:00:36.478Z,PONDOK INDAH,Asia/Jakarta,Deal
215,be083c73596c08fa548418c8e5cf0a64,Online,2024-05-11T07:00:36.478Z,PONDOK INDAH,Asia/Jakarta,Appointment
216,04c5b1c0da2579e1d26f46dcac1b0f26,Online,2024-07-08T13:38:59.582Z,ALAM SUTERA,Asia/Jakarta,Appointment
217,e1ca2efba134d80de9f1a7916ab12def,Online,2024-06-19T07:17:53.676Z,SENAYAN,Asia/Jakarta,Follow Up
218,5addd4740a6eef8eeed007415b60638e,Online,2024-08-20T14:47:37.499Z,GAJAH MADA,Asia/Jakarta,Warm
219,5addd4740a6eef8eeed007415b60638e,Online,2024-08-20T14:47:37.499Z,GAJAH MADA,Asia/Jakarta,Maybe
220,5addd4740a6eef8eeed007415b60638e,Online,2024-08-20T14:47:37.499Z,GAJAH MADA,Asia/Jakarta,Warm
221,bc0cda5622efbc2e1274ae45c5e0de06,Online,2024-03-22T23:15:42.173Z,SUDIRMAN,Asia/Jakarta,Follow Up
222,bc0cda5622efbc2e1274ae45c5e0de06,Online,2024-03-22T23:15:42.173Z,SUDIRMAN,Asia/Jakarta,Follow Up
223,f25abd9fcd6def88948fbac75d5e8d35,Online,2024-06-18T21:05:53.108Z,KUNINGAN,Asia/Jakarta,Warm
224,f25abd9fcd6def88948fbac75d5e8d35,Online,2024-06-18T21:05:53.108Z,KUNINGAN,Asia/Jakarta,Deal
225,c2beb94dc72932a51e717db0f2fd5810,Online,2024-04-11T07:07:54.683Z,KEMANG,Asia/Jakarta,Fresh
226,c2beb94dc72932a51e717db0f2fd5810,Online,2024-04-11T07:07:54.683Z,KEMANG,Asia/Jakarta,Lost
227,a043bae1603803a839c0cb52f511d9cb,Online,2024-08-24T04:24:57.387Z,BENHIL,Asia/Jakarta,Appointment
228,a043bae1603803a839c0cb52f511d9cb,Online,2024-08-24T04:24:57.387Z,BENHIL,Asia/Jakarta,Warm
229,a043bae1603803a839c0cb52f511d9cb,Online,2024-08-24T04:24:57.387Z,BENHIL,Asia/Jakarta,Appointment
230,bd66ded18bb0b8e196ddc6b471f96636,Online,2023-12-20T11:00:51.929Z,BSD,Asia/Jakarta,Fresh
231,27731e8ff647e7353c559c24b07bb270,Online,2024-02-16T16:14:17.484Z,DEPOK,Asia/Jakarta,Warm
232,27731e8ff647e7353c559c24b07bb270,Online,2024-02-16T16:14:17.484Z,DEPOK,Asia/Jakarta,Warm
233,27731e8ff647e7353c559c24b07bb270,Online,2024-02-16T16:14:17.484Z,DEPOK,Asia/Jakarta,Deal
234,cba43037777e760fee4076a69587ed75,Online,2024-08-24T01:31:32.518Z,SUDIRMAN,Asia/Jakarta,Warm
235,b196fb425bd86b6dc81d8dac3a1db075,Online,2024-04-11T08:08:37.211Z,GADING SERPONG,Asia/Jakarta,Fresh
236,9fe88953bb582a60dcfc344eadd911d2,Online,2024-06-09T17:03:29.584Z,CILANDAK,Asia/Jakarta,Fresh
237,9fe88953bb582a60dcfc344eadd911d2,Online,2024-06-09T17:03:29.584Z,CILANDAK,Asia/Jakarta,Warm
238,9fe88953bb582a60dcfc344eadd911d2,Online,2024-06-09T17:03:29.584Z,CILANDAK,Asia/Jakarta,Warm
239,44d7d9f1e8d640d2369e75bc7a2a04c2,Offline,2024-03-09T03:11:21.804Z,BEKASI,Asia/Jakarta,Warm
240,44d7d9f1e8d640d2369e75bc7a2a04c2,Offline,2024-03-09T03:11:21.804Z,BEKASI,Asia/Jakarta,Maybe
241,44d7d9f1e8d640d2369e75bc7a2a04c2,Offline,2024-03-09T03:11:21.804Z,BEKASI,Asia/Jakarta,Warm
242,c3deec4bf4227fd4d09507ba3b723867,Online,2023-11-05T15:54:40.167Z,PONDOK INDAH,Asia/Jakarta,Warm
243,d134c9c3132420c9de77464879eb903a,Offline,2024-04-16T00:22:56.973Z,GAJAH MADA,Asia/Jakarta,Fresh
244,121ef1cc42c58d8879c512c840ecc112,Online,2024-07-13T14:22:55.706Z,SETIABUDI,Asia/Jakarta,Fresh
245,121ef1cc42c58d8879c512c840ecc112,Online,2024-07-13T14:22:55.706Z,SETIABUDI,Asia/Jakarta,Appointment
246,a490f3a413f8583a1af02b4aa6e321e4,Online,2024-04-01T02:04:28.654Z,BENHIL,Asia/Jakarta,Warm
247,f7caec8463742ffff22b019428ab2dfa,Online,2024-06-12T03:43:44.981Z,MENTENG,Asia/Jakarta,Fresh
248,f7caec8463742ffff22b019428ab2dfa,Online,2024-06-12T03:43:44.981Z,MENTENG,Asia/Jakarta,Lost
249,f7caec8463742ffff22b019428ab2dfa,Online,2024-06-12T03:43:44.981Z,MENTENG,Asia/Jakarta,Lost
250,4e0990009530eda5119a44a6b889fd97,Online,2023-11-06T07:00:26.574Z,PASAR MINGGU,Asia/Jakarta,Fresh
251,2b488b91baf7bef4958f5298a729bf00,Online,2023-10-16T19:08:50.755Z,TANGERANG,Asia/Jakarta,Fresh
252,2b488b91baf7bef4958f5298a729bf00,Online,2023-10-16T19:08:50.755Z,TANGERANG,Asia/Jakarta,Warm
253,2b488b91baf7bef4958f5298a729bf00,Online,2023-10-16T19:08:50.755Z,TANGERANG,Asia/Jakarta,Fresh
254,e0441827d5814368c9a89ab04ce522a1,Offline,2023-09-12T21:44:41.093Z,CIKARANG,Asia/Jakarta,Warm
255,5fc05281758a5eb06b40b8879857d9d2,Online,2024-02-22T12:33:51.302Z,BOGOR,Asia/Jakarta,Deal
256,0309d6896d9aefbbfc45ee55f2df382f,Offline,2024-03-16T01:48:45.725Z,TEBET,Asia/Jakarta,Lost
257,1c4bd9b96ccf263b9e5f26b427873665,Offline,2024-01-31T18:28:51.242Z,ADITYAWARMAN,Asia/Jakarta,Maybe
258,62403ca47ca13b39b976987855d2d782,Online,2024-02-04T11:39:23.033Z,ALAM SUTERA,Asia/Jakarta,Lost
259,77e06d92923b8f3ea35aab159f7f9158,Online,2024-01-21T20:44:41.264Z,PLUIT,Asia/Jakarta,Warm
260,77e06d92923b8f3ea35aab159f7f9158,Online,2024-01-21T20:44:41.264Z,PLUIT,Asia/Jakarta,Lost
261,77e06d92923b8f3ea35aab159f7f9158,Online,2024-01-21T20:44:41.264Z,PLUIT,Asia/Jakarta,Maybe
262,d1ad2c7f12a6afd6c0563b57d3e7f86d,Online,2023-12-03T17:27:26.613Z,CIKINI,Asia/Jakarta,Fresh
263,d39bdaed50a9e4843257bb76ce79caf1,Online,2023-09-01T02:31:24.873Z,GAJAH MADA,Asia/Jakarta,Fresh
264,ace1103354da4bffcbe04dc669a78c26,Online,2024-06-17T22:27:49.214Z,TEBET,Asia/Jakarta,Fresh
265,ad4b4486df11c379a1cb8d68e699cf91,Offline,2024-01-19T01:58:31.594Z,ALAM SUTERA,Asia/Jakarta,Warm
266,ad4b4486df11c379a1cb8d68e699cf91,Offline,2024-01-19T01:58:31.594Z,ALAM SUTERA,Asia/Jakarta,Fresh
267,efcb3d82a17f0ff228c3867236949f3d,Online,2024-01-18T15:32:47.407Z,CIPUTAT,Asia/Jakarta,Warm
268,efcb3d82a17f0ff228c3867236949f3d,Online,2024-01-18T15:32:47.407Z,CIPUTAT,Asia/Jakarta,Maybe
269,efcb3d82a17f0ff228c3867236949f3d,Online,2024-01-18T15:32:47.407Z,CIPUTAT,Asia/Jakarta,Lost
270,8c0e93a07a8397db15f32fce03abc69d,Online,2024-05-08T12:17:43.208Z,GAJAH MADA,Asia/Jakarta,Fresh
271,d134c9c3132420c9de77464879eb903a,Offline,2024-04-16T00:22:56.973Z,GAJAH MADA,Asia/Jakarta,Fresh
272,d134c9c3132420c9de77464879eb903a,Offline,2024-04-16T00:22:56.973Z,GAJAH MADA,Asia/Jakarta,Warm
273,d134c9c3132420c9de77464879eb903a,Offline,2024-04-16T00:22:56.973Z,GAJAH MADA,Asia/Jakarta,Fresh
274,306d3fe11cec182cedd968dee372a19f,Online,2023-10-29T20:07:23.905Z,SUDIRMAN,Asia/Jakarta,Warm
275,306d3fe11cec182cedd968dee372a19f,Online,2023-10-29T20:07:23.905Z,SUDIRMAN,Asia/Jakarta,Fresh
276,fdb018326469a7a24347c65711ec4f5a,Online,2024-02-28T11:39:10.979Z,PONDOK INDAH,Asia/Jakarta,Appointment
277,fdb018326469a7a24347c65711ec4f5a,Online,2024-02-28T11:39:10.979Z,PONDOK INDAH,Asia/Jakarta,Lost
278,fdb018326469a7a24347c65711ec4f5a,Online,2024-02-28T11:39:10.979Z,PONDOK INDAH,Asia/Jakarta,Fresh
279,fdb018326469a7a24347c65711ec4f5a,Online,2024-02-28T11:39:10.979Z,PONDOK INDAH,Asia/Jakarta,Fresh
280,be083c73596c08fa548418c8e5cf0a64,Online,2024-05-11T07:00:36.478Z,PONDOK INDAH,Asia/Jakarta,Deal
281,266c5679fadbc8d3cb7062ea8574d012,Online,2023-12-08T18:09:05.487Z,BOGOR,Asia/Jakarta,Fresh
282,67f95f500d5b0e51555a3a9e145057d9,Offline,2023-12-13T13:04:05.020Z,BSD,Asia/Jakarta,Warm
283,67f95f500d5b0e51555a3a9e145057d9,Offline,2023-12-13T13:04:05.020Z,BSD,Asia/Jakarta,Fresh
284,67f95f500d5b0e51555a3a9e145057d9,Offline,2023-12-13T13:04:05.020Z,BSD,Asia/Jakarta,Lost
285,cc31667baf165d337643e7d80fdfed27,Online,2024-02-03T17:57:59.924Z,ADITYAWARMAN,Asia/Jakarta,No Response
286,253bc79c8a0110ed51e5bf4195e7524c,Online,2024-08-07T23:25:35.155Z,SUDIRMAN,Asia/Jakarta,No Response
287,253bc79c8a0110ed51e5bf4195e7524c,Online,2024-08-07T23:25:35.155Z,SUDIRMAN,Asia/Jakarta,Fresh
288,92acb94f1fb7d7b6f5d3bcb0d276fadf,Online,2024-01-10T00:53:25.432Z,ALAM SUTERA,Asia/Jakarta,Maybe
289,92acb94f1fb7d7b6f5d3bcb0d276fadf,Online,2024-01-10T00:53:25.432Z,ALAM SUTERA,Asia/Jakarta,Warm
290,f9b06e60ab5cdc65fb874ee1a581cc11,Online,2023-10-30T19:26:28.585Z,DEPOK,Asia/Jakarta,Fresh
291,7868de02df01c129e367b44f1b60935c,Online,2023-09-23T12:05:13.078Z,KELAPA GADING,Asia/Jakarta,Maybe
292,11fc8a3a3ad3deb6d1a0b01241de6765,Online,2023-10-16T22:41:22.547Z,GAJAH MADA,Asia/Jakarta,Appointment
293,11fc8a3a3ad3deb6d1a0b01241de6765,Online,2023-10-16T22:41:22.547Z,GAJAH MADA,Asia/Jakarta,Fresh
294,3a90dc6ddba7a8cf9b1c6538fe890738,Online,2023-09-26T03:59:53.328Z,TEBET,Asia/Jakarta,Appointment
295,75155afdab503b5cb07626e56dc9c37c,Online,2023-09-08T19:08:25.326Z,PIK,Asia/Jakarta,Fresh
296,75155afdab503b5cb07626e56dc9c37c,Online,2023-09-08T19:08:25.326Z,PIK,Asia/Jakarta,Appointment
297,1b6e7a1b3dc472d9f4a662449e5a7025,Online,2024-05-24T17:55:43.217Z,BSD,Asia/Jakarta,Appointment
298,1b6e7a1b3dc472d9f4a662449e5a7025,Online,2024-05-24T17:55:43.217Z,BSD,Asia/Jakarta,Warm
299,43d97bcf122f907c6be58606b11ea783,Offline,2023-10-24T09:50:49.123Z,GAJAH MADA,Asia/Jakarta,Lost
300,43d97bcf122f907c6be58606b11ea783,Offline,2023-10-24T09:50:49.123Z,GAJAH MADA,Asia/Jakarta,Appointment
301,43d97bcf122f907c6be58606b11ea783,Offline,2023-10-24T09:50:49.123Z,GAJAH MADA,Asia/Jakarta,Deal
302,2244c5fb797206d6d76da949b7265baf,Offline,2024-01-05T13:28:47.385Z,PIK,Asia/Jakarta,Warm
303,1c4bd9b96ccf263b9e5f26b427873665,Offline,2024-01-31T18:28:51.242Z,ADITYAWARMAN,Asia/Jakarta,Deal
304,c53d280b28b4af0585e7f264590c9384,Online,2023-12-28T08:14:24.500Z,TANGERANG,Asia/Jakarta,Lost
305,c53d280b28b4af0585e7f264590c9384,Online,2023-12-28T08:14:24.500Z,TANGERANG,Asia/Jakarta,Fresh
306,c53d280b28b4af0585e7f264590c9384,Online,2023-12-28T08:14:24.500Z,TANGERANG,Asia/Jakarta,Fresh
307,c53d280b28b4af0585e7f264590c9384,Online,2023-12-28T08:14:24.500Z,TANGERANG,Asia/Jakarta,Lost
308,78a59ef28a509b51f98bb39c22a711f9,Offline,2024-01-29T11:18:22.824Z,BINTARO,Asia/Jakarta,No Response
309,78a59ef28a509b51f98bb39c22a711f9,Offline,2024-01-29T11:18:22.824Z,BINTARO,Asia/Jakarta,Fresh
310,b196fb425bd86b6dc81d8dac3a1db075,Online,2024-04-11T08:08:37.211Z,GADING SERPONG,Asia/Jakarta,Warm
311,e79077124d1493c57de64d6083c619cb,Online,2024-08-13T01:12:56.627Z,GADING SERPONG,Asia/Jakarta,Follow Up
312,2de93c1d58cc7bca3a0b1390f8df4a51,Offline,2023-09-17T09:54:55.587Z,ADITYAWARMAN,Asia/Jakarta,Warm
313,2de93c1d58cc7bca3a0b1390f8df4a51,Offline,2023-09-17T09:54:55.587Z,ADITYAWARMAN,Asia/Jakarta,Warm
314,29021ddb6a310dbfa2737b3992d022fe,Online,2024-02-07T23:33:41.902Z,SUDIRMAN,Asia/Jakarta,Lost
315,29021ddb6a310dbfa2737b3992d022fe,Online,2024-02-07T23:33:41.902Z,SUDIRMAN,Asia/Jakarta,Warm
316,d55ee942c86c286f05dc71850a615d24,Online,2024-04-26T02:21:26.351Z,MENTENG,Asia/Jakarta,Follow Up
317,d55ee942c86c286f05dc71850a615d24,Online,2024-04-26T02:21:26.351Z,MENTENG,Asia/Jakarta,Warm
318,c414996199deee24f815984e75cc7ff0,Online,2024-05-06T15:16:52.654Z,KUNINGAN,Asia/Jakarta,Fresh
319,c414996199deee24f815984e75cc7ff0,Online,2024-05-06T15:16:52.654Z,KUNINGAN,Asia/Jakarta,Fresh
320,61fa011777e0b43c8d9bbb95ab524909,Online,2024-04-20T05:08:33.841Z,TEBET,Asia/Jakarta,Warm
321,61fa011777e0b43c8d9bbb95ab524909,Online,2024-04-20T05:08:33.841Z,TEBET,Asia/Jakarta,Warm
322,61fa011777e0b43c8d9bbb95ab524909,Online,2024-04-20T05:08:33.841Z,TEBET,Asia/Jakarta,Warm
323,61fa011777e0b43c8d9bbb95ab524909,Online,2024-04-20T05:08:33.841Z,TEBET,Asia/Jakarta,Fresh
324,7059517b37ca24f3af1d3449c9fb9949,Online,2024-02-13T20:54:55.214Z,MENTENG,Asia/Jakarta,Appointment
325,7059517b37ca24f3af1d3449c9fb9949,Online,2024-02-13T20:54:55.214Z,MENTENG,Asia/Jakarta,Deal
326,3777b54c1daa2f3228f362a609396b3c,Offline,2023-09-25T07:08:11.591Z,KEMANG,Asia/Jakarta,Lost
327,43caf72a0a465cc0be2c71eb953a5c51,Offline,2024-08-03T19:55:40.204Z,CIPUTAT,Asia/Jakarta,Lost
328,43caf72a0a465cc0be2c71eb953a5c51,Offline,2024-08-03T19:55:40.204Z,CIPUTAT,Asia/Jakarta,Appointment
329,bfc827cc1eb1405893274fcb78e3d286,Online,2024-03-30T22:00:47.445Z,ADITYAWARMAN,Asia/Jakarta,Warm
330,e973e21b56c3a39b4f0de3936acc363a,Online,2024-08-11T03:30:46.012Z,MENTENG,Asia/Jakarta,Appointment
331,e973e21b56c3a39b4f0de3936acc363a,Online,2024-08-11T03:30:46.012Z,MENTENG,Asia/Jakarta,Fresh
332,3bec7b843b820302ee4ca3d805951b8b,Online,2024-04-25T11:25:32.301Z,PONDOK INDAH,Asia/Jakarta,Fresh
333,b793b448342c6fef4e850deb6751f29b,Online,2023-09-14T05:02:10.553Z,PASAR MINGGU,Asia/Jakarta,Appointment
334,b793b448342c6fef4e850deb6751f29b,Online,2023-09-14T05:02:10.553Z,PASAR MINGGU,Asia/Jakarta,Warm
335,1c4c8c85282c524d8e627d395c77bb29,Online,2024-01-25T13:51:24.139Z,GAJAH MADA,Asia/Jakarta,Warm
336,1c4c8c85282c524d8e627d395c77bb29,Online,2024-01-25T13:51:24.139Z,GAJAH MADA,Asia/Jakarta,Warm
337,2ac3b8c98088bf22aad3eb8f630f6686,Online,2024-01-04T00:31:25.139Z,CIKARANG,Asia/Jakarta,Fresh
338,6858be97f2b68bcce7cbd1f92e7285ed,Online,2024-03-18T14:01:20.141Z,SUDIRMAN,Asia/Jakarta,Warm
339,cc80fd79e5a6af18f17ca2063bea51ab,Online,2023-11-14T23:45:16.025Z,CIKARANG,Asia/Jakarta,Fresh
340,e1526676e198486fcda0698e78355b66,Offline,2024-02-03T01:42:23.766Z,KELAPA GADING,Asia/Jakarta,Appointment
341,e1526676e198486fcda0698e78355b66,Offline,2024-02-03T01:42:23.766Z,KELAPA GADING,Asia/Jakarta,Warm
342,a033a490e6c7fbce9415a6ec22cbfa10,Offline,2024-02-22T08:09:32.391Z,CIKINI,Asia/Jakarta,Fresh
343,a033a490e6c7fbce9415a6ec22cbfa10,Offline,2024-02-22T08:09:32.391Z,CIKINI,Asia/Jakarta,Warm
344,a033a490e6c7fbce9415a6ec22cbfa10,Offline,2024-02-22T08:09:32.391Z,CIKINI,Asia/Jakarta,Fresh
345,59677f6c44a9c757585cf86a25e93db7,Online,2023-12-19T09:45:51.040Z,KEMANG,Asia/Jakarta,Fresh
346,becd855a1678fc24f4f0f3d788178869,Online,2023-09-02T09:33:34.163Z,PANCORAN,Asia/Jakarta,Warm
347,3bec7b843b820302ee4ca3d805951b8b,Online,2024-04-25T11:25:32.301Z,PONDOK INDAH,Asia/Jakarta,Maybe
348,3bec7b843b820302ee4ca3d805951b8b,Online,2024-04-25T11:25:32.301Z,PONDOK INDAH,Asia/Jakarta,Follow Up
349,14069ab663228d564d20a2eaf22cdebe,Online,2024-02-24T11:15:44.521Z,BINTARO,Asia/Jakarta,Deal
350,14069ab663228d564d20a2eaf22cdebe,Online,2024-02-24T11:15:44.521Z,BINTARO,Asia/Jakarta,Fresh
351,14069ab663228d564d20a2eaf22cdebe,Online,2024-02-24T11:15:44.521Z,BINTARO,Asia/Jakarta,Fresh
352,79f1970b2742d8d5225cc605c8c77427,Online,2024-01-09T23:43:37.758Z,CILANDAK,Asia/Jakarta,Appointment
353,f8785defaeb411c53faca21011dc76f9,Online,2024-08-23T22:30:05.290Z,TEBET,Asia/Jakarta,Warm
354,f8785defaeb411c53faca21011dc76f9,Online,2024-08-23T22:30:05.290Z,TEBET,Asia/Jakarta,Fresh
355,f8785defaeb411c53faca21011dc76f9,Online,2024-08-23T22:30:05.290Z,TEBET,Asia/Jakarta,No Response
356,b58181402376eec83c2735b635c0055d,Offline,2024-02-15T01:46:17.092Z,MENTENG,Asia/Jakarta,Fresh
357,b58181402376eec83c2735b635c0055d,Offline,2024-02-15T01:46:17.092Z,MENTENG,Asia/Jakarta,Appointment
358,42c2fa0f2b412e4fe039388f45810ae0,Online,2024-04-15T15:31:31.691Z,KEMANG,Asia/Jakarta,Maybe
359,42c2fa0f2b412e4fe039388f45810ae0,Online,2024-04-15T15:31:31.691Z,KEMANG,Asia/Jakarta,Warm
360,42c2fa0f2b412e4fe039388f45810ae0,Online,2024-04-15T15:31:31.691Z,KEMANG,Asia/Jakarta,Fresh
361,482911bead25526dbec9f53d32f03b3e,Online,2024-07-12T03:57:51.221Z,SENAYAN,Asia/Jakarta,Follow Up
362,482911bead25526dbec9f53d32f03b3e,Online,2024-07-12T03:57:51.221Z,SENAYAN,Asia/Jakarta,Fresh
363,482911bead25526dbec9f53d32f03b3e,Online,2024-07-12T03:57:51.221Z,SENAYAN,Asia/Jakarta,Fresh
364,f8fb2b6e40e3a66eee926ec2c46344e7,Online,2024-06-30T20:32:59.896Z,BOGOR,Asia/Jakarta,Fresh
365,f8fb2b6e40e3a66eee926ec2c46344e7,Online,2024-06-30T20:32:59.896Z,BOGOR,Asia/Jakarta,Warm
366,7e7e34bf642b6406edf2a36e77f75a28,Online,2024-06-03T17:49:08.195Z,PANCORAN,Asia/Jakarta,Warm
367,209a752b4c370888e46cf0feb64e5524,Online,2023-11-26T20:24:50.906Z,SUDIRMAN,Asia/Jakarta,Warm
368,a033a490e6c7fbce9415a6ec22cbfa10,Offline,2024-02-22T08:09:32.391Z,CIKINI,Asia/Jakarta,Warm
369,a033a490e6c7fbce9415a6ec22cbfa10,Offline,2024-02-22T08:09:32.391Z,CIKINI,Asia/Jakarta,Lost
370,a033a490e6c7fbce9415a6ec22cbfa10,Offline,2024-02-22T08:09:32.391Z,CIKINI,Asia/Jakarta,Maybe
371,5f5960d211e7cfcb3e2ec6191d1c9de5,Online,2024-01-25T15:45:24.136Z,GADING SERPONG,Asia/Jakarta,Warm
372,12ced4738480081e6033654eaabe7f3f,Online,2023-09-30T15:04:25.630Z,PONDOK INDAH,Asia/Jakarta,Lost
373,27e15e6d270f13e7f96d49225611c087,Online,2024-07-05T04:47:20.827Z,BSD,Asia/Jakarta,Deal
374,4189e0cd3686835701033e4e23a00bb8,Offline,2023-11-26T17:40:07.031Z,PLUIT,Asia/Jakarta,Warm
375,a8294a5b56f551150d041747ca5278bb,Online,2024-07-03T14:24:01.864Z,SERPONG,Asia/Jakarta,Warm
376,d0189449d57cd8dfaa05a4e7960febc6,Online,2023-10-24T06:43:56.352Z,GAJAH MADA,Asia/Jakarta,Fresh
377,1dada3d360e94162315e4e327e876e0d,Online,2023-12-07T11:33:46.618Z,KELAPA GADING,Asia/Jakarta,Warm
378,a7558e401df39a2c5a7be64a22c5a9d1,Online,2023-11-28T15:08:43.321Z,PONDOK INDAH,Asia/Jakarta,Warm
379,7ec424ebe7a1829e86507eee15ab2b1b,Online,2023-10-04T03:06:52.536Z,BSD,Asia/Jakarta,Follow Up
380,2fdec7d1801d992b028744c24653d97c,Online,2024-01-18T09:31:13.895Z,KELAPA GADING,Asia/Jakarta,Maybe
381,47e1fbdd998758a8db2cdbbf5cb35353,Offline,2023-12-10T14:17:44.261Z,PLUIT,Asia/Jakarta,Follow Up
382,304e8a26e9d281503ffac2299d2bf0c3,Online,2023-11-30T21:12:43.043Z,ALAM SUTERA,Asia/Jakarta,Appointment
383,7ca2384b03e087347a8e2035b0a7b905,Online,2024-06-01T18:49:05.066Z,DEPOK,Asia/Jakarta,Deal
384,7ca2384b03e087347a8e2035b0a7b905,Online,2024-06-01T18:49:05.066Z,DEPOK,Asia/Jakarta,Lost
385,6e98f1341558e9eee415c95f96d2d37f,Online,2024-01-21T21:28:29.795Z,BSD,Asia/Jakarta,Follow Up
386,c1265ec31a1e73447cb99c243554f2a7,Online,2023-12-24T12:28:38.158Z,CIKARANG,Asia/Jakarta,Appointment
387,c1265ec31a1e73447cb99c243554f2a7,Online,2023-12-24T12:28:38.158Z,CIKARANG,Asia/Jakarta,Maybe
388,99df3683197e1180b721f43a1082d621,Online,2024-03-04T17:37:25.760Z,BENHIL,Asia/Jakarta,Lost
389,7ec424ebe7a1829e86507eee15ab2b1b,Online,2023-10-04T03:06:52.536Z,BSD,Asia/Jakarta,Maybe
390,be45e924acf59735bfe2b7527f0b3171,Online,2024-04-18T20:43:01.160Z,BENHIL,Asia/Jakarta,Lost
391,d059772a582b526754dc78569e557cd2,Online,2024-03-15T15:33:03.940Z,TANGERANG,Asia/Jakarta,Fresh
392,d059772a582b526754dc78569e557cd2,Online,2024-03-15T15:33:03.940Z,TANGERANG,Asia/Jakarta,Lost
393,d059772a582b526754dc78569e557cd2,Online,2024-03-15T15:33:03.940Z,TANGERANG,Asia/Jakarta,Warm
394,9121d0a483c261ce3c76a71ee0ab7852,Offline,2023-10-01T20:04:09.377Z,CIKARANG,Asia/Jakarta,No Response
395,206ec4bbca7330b0507e808d11d6f990,Online,2024-05-13T07:09:43.597Z,PANCORAN,Asia/Jakarta,Warm
396,6e98f1341558e9eee415c95f96d2d37f,Online,2024-01-21T21:28:29.795Z,BSD,Asia/Jakarta,Warm
397,6e98f1341558e9eee415c95f96d2d37f,Online,2024-01-21T21:28:29.795Z,BSD,Asia/Jakarta,Lost
398,a7de30c8121f36d81d0012c14f656b46,Online,2024-02-14T10:07:55.634Z,PANCORAN,Asia/Jakarta,Maybe
399,bd4049e57a8e284c5bab054a39a66561,Offline,2024-03-04T10:11:41.331Z,PASAR MINGGU,Asia/Jakarta,Fresh
400,30b27bfe2398ef4de26787dc8e27aa0a,Offline,2023-12-22T16:08:35.069Z,CIPUTAT,Asia/Jakarta,Fresh
401,e69faa39ad684661340743252bfa99ef,Online,2023-09-06T16:38:44.068Z,BSD,Asia/Jakarta,Lost
402,e69faa39ad684661340743252bfa99ef,Online,2023-09-06T16:38:44.068Z,BSD,Asia/Jakarta,Follow Up
403,18ce257d45c1f8f306d140dd5e1cb0ca,Online,2023-11-17T21:18:46.197Z,KELAPA GADING,Asia/Jakarta,Fresh
404,18ce257d45c1f8f306d140dd5e1cb0ca,Online,2023-11-17T21:18:46.197Z,KELAPA GADING,Asia/Jakarta,Appointment
405,cc80fd79e5a6af18f17ca2063bea51ab,Online,2023-11-14T23:45:16.025Z,CIKARANG,Asia/Jakarta,Follow Up
406,cc80fd79e5a6af18f17ca2063bea51ab,Online,2023-11-14T23:45:16.025Z,CIKARANG,Asia/Jakarta,Appointment
407,8c3424da2eb3e20a74e16288041ab646,Online,2024-03-24T15:52:57.622Z,TEBET,Asia/Jakarta,Deal
408,f89e3702310d427a6b525f65e9b0cf67,Offline,2023-10-28T13:01:25.043Z,CILANDAK,Asia/Jakarta,Deal
409,e1ca2efba134d80de9f1a7916ab12def,Online,2024-06-19T07:17:53.676Z,SENAYAN,Asia/Jakarta,Fresh
410,3111376af0c170aa54570aa0dda3c1f2,Offline,2023-09-05T18:03:38.413Z,ADITYAWARMAN,Asia/Jakarta,Fresh
411,0786dced28ee8eae3d6b8aefecc2738f,Online,2023-09-29T21:19:26.194Z,SENAYAN,Asia/Jakarta,Fresh
412,3777b54c1daa2f3228f362a609396b3c,Offline,2023-09-25T07:08:11.591Z,KEMANG,Asia/Jakarta,Lost
413,3777b54c1daa2f3228f362a609396b3c,Offline,2023-09-25T07:08:11.591Z,KEMANG,Asia/Jakarta,Lost
414,3777b54c1daa2f3228f362a609396b3c,Offline,2023-09-25T07:08:11.591Z,KEMANG,Asia/Jakarta,Fresh
415,3777b54c1daa2f3228f362a609396b3c,Offline,2023-09-25T07:08:11.591Z,KEMANG,Asia/Jakarta,Follow Up
416,2a9d2a0f1052b6cedb0235a852e55cba,Online,2024-04-24T22:19:33.495Z,THAMRIN,Asia/Jakarta,Deal
417,2a9d2a0f1052b6cedb0235a852e55cba,Online,2024-04-24T22:19:33.495Z,THAMRIN,Asia/Jakarta,Maybe
418,2a9d2a0f1052b6cedb0235a852e55cba,Online,2024-04-24T22:19:33.495Z,THAMRIN,Asia/Jakarta,Maybe
419,2fdb31bcd80b0e0044bc6be91529deaa,Online,2023-12-03T09:50:27.591Z,TEBET,Asia/Jakarta,Lost
420,71621c4db461798f1d746f234de25162,Online,2024-08-19T22:34:45.601Z,PIK,Asia/Jakarta,No Response
421,9aca3e733662d41c483085765740741e,Online,2024-03-13T20:47:16.525Z,SETIABUDI,Asia/Jakarta,Warm
422,93c822d1f3db6087a541a6d7624bb505,Online,2023-11-17T15:03:54.277Z,BINTARO,Asia/Jakarta,Follow Up
423,303528c5028f6575de2382c005913003,Online,2024-02-19T06:10:05.069Z,CIKARANG,Asia/Jakarta,No Response
