transaction_id,transaction_status,transaction_at,transaction_location,timezone_transaction,transaction_type
3a231b5015e5545fef9f43dd2d41088c,EXPIRED,2024-07-08T13:52:25.211Z,TEBET,Asia/Jakarta,REJOIN
9b0f4cfbdbf7c8872724160c40836fef,PENDING,2024-06-04T10:25:12.632Z,KUNINGAN,Asia/Jakarta,NEW
34ddbb89a07f3714d0ccd4e57f8a1041,REFUNDED,2024-03-15T11:28:06.771Z,DENPASAR,Asia/Makassar,NEW
81dc9b525b92370072e2bc58f96f4f46,EXPIRED,2024-02-16T14:40:56.186Z,KUNINGAN,Asia/Jakarta,REJOIN
9fd45b5c1e9f52ca74ea803b0d8547d3,EXPIRED,2024-03-01T00:55:10.842Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
111ce0cda4d10f3ec01a2aa373dab90e,PAID,2024-08-02T05:40:18.545Z,UBUD,Asia/Makassar,NEW
c76ad28bb0ef70006b643f734885c4d8,PAID,2024-08-21T04:08:37.425Z,ADITYAWARMAN,Asia/Jakarta,NEW
c6685e205ea7ba3504d3bce360e031da,PAID,2024-03-29T13:18:39.765Z,SEMINYAK,Asia/Makassar,NEW
231db3d0f121a194d04eb082bf6bcb12,PAID,2024-07-28T02:38:25.735Z,UBUD,Asia/Makassar,NEW
47572c9e26fb7ff373c0dc3a38131e7e,PENDING,2024-02-13T22:04:16.031Z,BSD,Asia/Jakarta,NEW
eac9c2f9931bba47cae1c0a816ad18c1,PAID,2024-02-26T11:25:25.181Z,UBUD,Asia/Makassar,NEW
be8f6a0602c148801a6175f0218fc185,PAID,2024-06-18T13:53:13.306Z,SUDIRMAN,Asia/Jakarta,NEW
916f68ccb6b390325b0e1ff9df7d0cac,PAID,2024-06-11T07:51:39.183Z,MAMPANG,Asia/Jakarta,NEW
325ceff939ce787bded70e3d6f4b2d86,PAID,2024-03-17T16:51:20.973Z,TEBET,Asia/Jakarta,NEW
ce9b82702f6260933ae0b9760585f5dc,PAID,2024-02-15T15:57:46.428Z,DENPASAR,Asia/Makassar,UPGRADE
df7d061648b0926e96ec1750d414c388,REFUNDED,2024-06-06T15:24:42.569Z,ADITYAWARMAN,Asia/Jakarta,RENEWAL
c82e037f24c5e034d1aefc07313b9241,PAID,2024-06-23T01:14:35.211Z,UBUD,Asia/Makassar,NEW
47fd30ef0e1920043e7fe5458b0b8305,FAILED,2024-02-18T10:17:53.009Z,MAMPANG,Asia/Jakarta,NEW
4e9bd6765ce4b30ac5fb5cd2e6468840,EXPIRED,2024-06-23T00:35:58.017Z,GADING SERPONG,Asia/Jakarta,NEW
342f7779c6853cc2c62146fbb03a5b0d,PENDING,2024-01-06T20:44:35.378Z,SETIABUDI,Asia/Jakarta,NEW
6cc6975312f4ad43e51bf232e5524a6b,REFUNDED,2024-01-09T03:16:25.235Z,CIKINI,Asia/Jakarta,NEW
729bf1735469710926568d98fa067237,CANCELLED,2024-02-21T08:27:32.483Z,BSD,Asia/Jakarta,NEW
e22ebc190bc50bf955cf53f674bf7d66,PAID,2024-02-24T22:44:13.941Z,DENPASAR,Asia/Makassar,NEW
f254c2074bc0c5c29bc2659ae793ad0b,PAID,2024-06-17T07:29:21.914Z,SEMINYAK,Asia/Makassar,NEW
8e1e9fbbc61deb378577fafe2c699b4a,EXPIRED,2024-02-10T18:28:01.286Z,KELAPA GADING,Asia/Jakarta,NEW
013ca767f3c4e23a21c88f2cecc188ba,PENDING,2024-01-19T15:55:50.554Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
9ff3a391b6ca68695362d2fcd7331c45,PAID,2024-05-02T22:37:06.362Z,ALAM SUTERA,Asia/Jakarta,NEW
4671d554216bede0ef758efece9855de,FAILED,2024-07-04T10:50:10.225Z,SUNSET ROAD,Asia/Makassar,NEW
c173aa3345edc6737f163d470b8cbb44,CANCELLED,2024-04-06T22:06:53.505Z,PLUIT,Asia/Jakarta,UPGRADE
fe19ffc7f193d1de1a70ad33d11913b9,PAID,2024-03-26T05:51:44.774Z,SUNSET ROAD,Asia/Makassar,NEW
28770841026272be51f1ac7e2beed68d,PAID,2024-07-18T12:44:47.143Z,PONDOK INDAH,Asia/Jakarta,NEW
3a318b4c2e89a4a205c1541f817ed62c,PAID,2024-05-28T01:34:20.425Z,PONDOK INDAH,Asia/Jakarta,NEW
d0ee8590f40af2e48bc5d1e96970cd7e,FAILED,2024-01-18T00:37:59.944Z,THAMRIN,Asia/Jakarta,NEW
1a56ddb78fe91e01a3ca2efafc7dfb15,PAID,2024-02-24T18:13:27.562Z,BSD,Asia/Jakarta,NEW
b3e1aa3a8927d935e078601d74701dc3,PAID,2024-07-22T11:05:28.518Z,KUNINGAN,Asia/Jakarta,NEW
bc9b76c9c4284016551ec42feb591efd,FAILED,2024-06-10T11:27:29.884Z,MENTENG,Asia/Jakarta,REJOIN
b9bf3bc4e5f9fec579c6e382240996c8,PAID,2024-03-03T02:13:39.567Z,ALAM SUTERA,Asia/Jakarta,UPGRADE
96addff6fc458d1ea9666b7be10f3d63,PAID,2024-02-28T11:36:41.011Z,ARTERI PONDOK INDAH,Asia/Jakarta,UPGRADE
ec7292a7bc4b22e0d701b243cf3c3bc5,PAID,2024-05-31T05:45:12.475Z,SUNSET ROAD,Asia/Makassar,REJOIN
9e25be7c1a5b424bbe61c4b7703b7ec8,PAID,2024-01-16T10:38:40.891Z,CIKINI,Asia/Makassar,NEW
e8bd77dc06f00be511d816b14334cb1d,PAID,2024-05-06T11:22:56.268Z,MAMPANG,Asia/Jakarta,NEW
a6539d7288baa67fc82631d33621aa06,PAID,2024-02-17T07:41:14.860Z,SENAYAN,Asia/Jakarta,UPGRADE
506a94535a627f694a60277a4eb7c7b0,PENDING,2024-06-16T14:18:50.095Z,TEBET,Asia/Jakarta,NEW
63da4f72ca07e81115c9e170267d7d62,EXPIRED,2024-04-22T11:43:52.740Z,BSD,Asia/Jakarta,NEW
05fd8213dc11db5b34c731bbc131a246,PENDING,2024-07-16T02:29:57.249Z,BENHIL,Asia/Jakarta,RENEWAL
baa87e62fcef62776c4f34d3b4673dfe,PENDING,2024-07-31T11:17:47.828Z,GREENVILLE,Asia/Jakarta,NEW
a4616c528ea163c67e47f48a5a6d8b9b,PAID,2024-01-06T14:04:25.469Z,PONDOK INDAH,Asia/Jakarta,NEW
7b12b0d8fd656c7bfb8b796ef9819e3c,EXPIRED,2024-07-24T13:42:10.793Z,SUDIRMAN,Asia/Jakarta,NEW
394d2862d514cb2634c30828733d1d8a,EXPIRED,2024-03-30T08:10:54.535Z,BSD,Asia/Jakarta,NEW
3723b096b4730d54e5826edde302a85b,PAID,2024-03-07T01:09:45.188Z,SENAYAN,Asia/Jakarta,NEW
8e095700d616a0d53d722b86b52a340a,PAID,2024-04-30T21:52:36.273Z,ALAM SUTERA,Asia/Jakarta,RENEWAL
8834a2cd62941b843be5937949801628,PAID,2024-06-08T03:55:06.118Z,SETIABUDI,Asia/Jakarta,NEW
9644c91e69f5b996c869a2558fe663c6,PAID,2024-07-27T16:31:42.805Z,GREENVILLE,Asia/Jakarta,NEW
6e4b94e443bb51958a00dd136d4f1e09,EXPIRED,2024-08-18T13:37:43.925Z,BINTARO,Asia/Jakarta,NEW
9ff7c5f545942d165897409e8a4c4b51,PAID,2024-03-24T16:45:52.933Z,BSD,Asia/Jakarta,NEW
0080807983dfdef586c2378f506e189d,PAID,2024-08-07T09:48:24.425Z,KUNINGAN,Asia/Jakarta,NEW
baa6b531824456f8868d88523140691c,PAID,2024-04-28T12:41:15.695Z,BINTARO,Asia/Jakarta,UPGRADE
c26e5a7ca6d45b37c35892235c682bd9,FAILED,2024-04-21T15:30:25.025Z,DENPASAR,Asia/Makassar,NEW
ba65a7e89a77a9f47fd8426664791ab3,PAID,2024-07-14T03:11:43.421Z,SENAYAN,Asia/Jakarta,NEW
f2c959b58b95536034216836de502623,PENDING,2024-07-17T07:10:33.681Z,GADING SERPONG,Asia/Jakarta,RENEWAL
3b9525a4bf01bc14d36f6e8888c14d8e,FAILED,2024-04-24T03:14:55.525Z,GREENVILLE,Asia/Jakarta,NEW
ba782355a33dcec37dc37903ba79851b,PAID,2024-07-03T14:59:52.708Z,UBUD,Asia/Makassar,NEW
e3ce9bdeb536ba56cc8144787fd2b814,PAID,2024-03-30T08:55:11.965Z,TEBET,Asia/Jakarta,REJOIN
aee5028e015d622e8c7311161deafadc,PAID,2024-03-23T00:52:16.475Z,MENTENG,Asia/Jakarta,NEW
4167f66fb76327a17295ac66139c2fe5,PAID,2024-06-28T05:58:45.496Z,CIKINI,Asia/Jakarta,NEW
70691a8f79cf3bf85731506608a456e5,PAID,2024-03-09T04:20:25.402Z,KUNINGAN,Asia/Jakarta,REJOIN
1d87fc3b6753443d68ca2fed5da06b8f,PAID,2024-05-10T12:24:37.929Z,DENPASAR,Asia/Makassar,NEW
21faf7609f6b3f249a748adb6f8a423d,PENDING,2024-07-19T03:07:49.331Z,SETIABUDI,Asia/Jakarta,NEW
190e38374acdf78548f0b594b74701e1,PAID,2024-03-21T06:07:44.348Z,PONDOK INDAH,Asia/Jakarta,NEW
9918bcba2680c1942f9b99d16396e34e,FAILED,2024-02-27T17:26:28.479Z,SEMINYAK,Asia/Makassar,NEW
c1ed02ed4c93b62db36a548f147ff0a2,PAID,2024-03-12T12:10:18.988Z,KEMANG,Asia/Jakarta,NEW
eaf1cefebf48fe74737d1b7ad8c3a1c7,PAID,2024-06-17T22:05:58.989Z,PONDOK INDAH,Asia/Jakarta,RENEWAL
b4cf957b75378a274593066b971e465a,PENDING,2024-06-23T12:10:57.251Z,KEMANG,Asia/Jakarta,REJOIN
da1b2727ab507e89caffbc24b9dc52a1,FAILED,2024-02-18T21:35:32.632Z,SERPONG,Asia/Jakarta,REJOIN
004ff0c1e18e0f3541a77d159669817e,EXPIRED,2024-03-27T03:40:40.878Z,SETIABUDI,Asia/Jakarta,NEW
bd0e9b3d3c785e26822a510edcc54550,PAID,2024-03-17T04:46:14.714Z,BSD,Asia/Jakarta,REJOIN
294c1a4f5a0faeb0b63ea51a0302b4f4,PAID,2024-05-21T04:39:22.143Z,DENPASAR,Asia/Makassar,NEW
9943b08efbb5766b671e0f85fe0b67ea,PAID,2024-06-24T10:00:23.057Z,MAMPANG,Asia/Jakarta,REJOIN
f35c5f5a4b46bd223cabc370594c37a3,FAILED,2024-02-24T15:08:54.667Z,ALAM SUTERA,Asia/Jakarta,REJOIN
c1f49df59889f64da4e074da795ca003,PENDING,2024-05-07T21:42:29.039Z,UBUD,Asia/Makassar,NEW
be038478416c28c95ecf477d988e5223,PAID,2024-05-28T06:51:37.465Z,ADITYAWARMAN,Asia/Jakarta,NEW
a182fc0d98d40e393b1f210d305ebf72,PAID,2024-04-07T21:26:26.887Z,ARTERI PONDOK INDAH,Asia/Jakarta,RENEWAL
59610d22543eb45494d72eeee8f0da81,PAID,2024-04-11T10:58:35.17Z,ADITYAWARMAN,Asia/Jakarta,NEW
6c194346a6d2d6c64eab8bfbf54ede66,PAID,2024-06-09T14:31:40.427Z,KEMANG,Asia/Jakarta,NEW
fd517a7ee79fa5c47a4c92a087cdce47,PAID,2024-01-20T18:00:18.579Z,UBUD,Asia/Makassar,NEW
02e8f8fb602ca42ae3f832be3323363a,PAID,2024-05-15T04:06:02.052Z,SENAYAN,Asia/Jakarta,NEW
3443cbc89852866f217ca945425b4394,EXPIRED,2024-03-28T18:45:23.174Z,SENAYAN,Asia/Jakarta,NEW
9e76fdeb300e8ef3f424ff57dce538e9,PAID,2024-08-09T15:47:38.366Z,SEMINYAK,Asia/Makassar,RENEWAL
7bb78cef5a8d374cb0129c51996453d6,REFUNDED,2024-01-04T01:23:35.883Z,BSD,Asia/Jakarta,NEW
c420fe79fdf0cfaadf6f1544e3bb0e9c,PENDING,2024-06-30T20:32:37.762Z,SUDIRMAN,Asia/Jakarta,RENEWAL
daecf4a315f44efc5d10153d7d75507f,PAID,2024-02-29T19:56:48.178Z,PLUIT,Asia/Jakarta,NEW
1bbf0bc21fc12a262178d051825faa93,CANCELLED,2024-02-07T19:24:09.352Z,ALAM SUTERA,Asia/Jakarta,REJOIN
5981d50a9341df53efe38dbd81c13573,PAID,2024-05-28T16:10:29.831Z,DENPASAR,Asia/Makassar,NEW
b85e42229c2898680063c3d31765c3ad,FAILED,2024-06-20T06:19:05.001Z,SEMINYAK,Asia/Makassar,REJOIN
3f9687466ee473f27077027740551938,FAILED,2024-06-04T18:21:15.706Z,BSD,Asia/Jakarta,NEW
f974ccc3ad8e0a1979eec471db6da8b9,CANCELLED,2024-04-05T15:59:03.330Z,KEMANG,Asia/Jakarta,RENEWAL
9a9ee5e5a2a4fa6f1ba071f1a82e9942,PAID,2024-05-31T15:49:24.984Z,KUNINGAN,Asia/Jakarta,NEW
38a53256c35b30fe5473ceb6de2a2fc6,FAILED,2024-01-30T05:37:26.004Z,SEMINYAK,Asia/Makassar,NEW
94388e2776268358f750851795ba1089,PAID,2024-06-03T02:59:04.410Z,CIKINI,Asia/Jakarta,NEW
a70ccffb74b6519bc23a2eea48c5a9ec,REFUNDED,2024-04-30T14:32:42.747Z,ALAM SUTERA,Asia/Jakarta,NEW
3f3e5395f9141785a7da4d030f8df1e0,PAID,2024-05-23T17:33:20.509Z,BSD,Asia/Jakarta,UPGRADE
96f372c50a8102fe3d5ea006af7702bd,EXPIRED,2024-08-29T04:01:46.428Z,TEBET,Asia/Jakarta,NEW
e8a7503210cfbd3d6d34834bcfa5799e,PAID,2024-01-12T05:35:25.197Z,SETIABUDI,Asia/Jakarta,RENEWAL
0714ee1970486919939ee98b7b58b996,PAID,2024-05-27T02:59:49.286Z,KELAPA GADING,Asia/Jakarta,NEW
e3a8aa6058aeaa5c2e77b8f11933f845,PENDING,2024-03-06T18:31:34.752Z,SENAYAN,Asia/Jakarta,NEW
8045b24c7cb8d3f29bb25aa00db3cc5a,PAID,2024-05-01T05:05:03.648Z,SERPONG,Asia/Jakarta,RENEWAL
325f56c11d522bf6b73554c16b0f9a33,PAID,2024-03-18T16:06:33.078Z,GREENVILLE,Asia/Jakarta,REJOIN
3ada5cf85f1a3e25f58e81ff4cbee65c,PENDING,2024-05-26T12:30:14.305Z,GADING SERPONG,Asia/Jakarta,RENEWAL
1c6d8c9548e00dfc3bbd023b502f0ee4,PAID,2024-08-13T20:40:42.344Z,BSD,Asia/Jakarta,NEW
a0f3ba376261bf8682bb161b0d1d38bf,PENDING,2024-03-06T00:57:17.414Z,MENTENG,Asia/Jakarta,NEW
0b8e73d1b402d2e2e0a89e3f9c4fb73e,PAID,2024-02-15T13:35:44.739Z,CIKINI,Asia/Jakarta,NEW
3e8155b563e72c9288b56d2f5dedd6f8,PAID,2024-04-27T02:09:31.501Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
5b908dadaf063c4aa0954aa3b10eeffb,PAID,2024-07-01T03:57:17.989Z,SETIABUDI,Asia/Jakarta,NEW
19a30d24f4b43699457099b0440a4f1a,PAID,2024-05-26T08:10:18.596Z,GADING SERPONG,Asia/Jakarta,NEW
837a1171fc690b139c57a3a71bc8db9f,PAID,2024-01-26T12:08:26.238Z,UBUD,Asia/Makassar,NEW
1836bc24fa2931a12af1b2000be02065,PAID,2024-05-20T23:17:45.147Z,KEMANG,Asia/Jakarta,NEW
cb8f20cacb6f6e4d5bb0972b77fba021,PAID,2024-01-24T18:32:55.826Z,THAMRIN,Asia/Jakarta,NEW
2839ee39616dfee0bd985d3e37a7e29f,PAID,2024-07-01T23:57:08.632Z,KELAPA GADING,Asia/Jakarta,NEW
c0a96a439b5e02b5667e37b42c2bee86,PAID,2024-01-14T02:59:57.476Z,KELAPA GADING,Asia/Jakarta,NEW
77f642ec8bda1ad76a33af1a8024b259,PAID,2024-08-05T04:20:23.297Z,UBUD,Asia/Makassar,NEW
963adaaf49da08d36f789d7eb6940704,PAID,2024-05-17T04:23:21.854Z,TEBET,Asia/Jakarta,NEW
c284a17d031da3e27b9102fe40a3eecc,PENDING,2024-08-03T14:10:52.013Z,UBUD,Asia/Makassar,REJOIN
f9fc0ccca76fe0e003845aa6d83c7f92,PENDING,2024-06-12T22:03:26.682Z,BENHIL,Asia/Jakarta,NEW
77e8d793beb51c8e3d2ead9363f6d55d,EXPIRED,2024-05-25T01:45:49.815Z,ALAM SUTERA,Asia/Jakarta,NEW
f1ce6f072ecf6a0a9b57212a7d45fac7,PAID,2024-08-07T15:06:54.704Z,BSD,Asia/Jakarta,RENEWAL
b9f7a044681b04905cb62cd168b3d9cf,PAID,2024-05-05T03:29:35.382Z,ALAM SUTERA,Asia/Jakarta,NEW
9eccf9931c9abad88baf027985b1de72,PAID,2024-02-09T17:07:10.663Z,SEMINYAK,Asia/Makassar,NEW
7644a99457f508b3a3bd72350155d977,PAID,2024-04-03T11:05:14.686Z,PLUIT,Asia/Jakarta,NEW
f5c493e89c87b79423f90298fe1cfbf6,PENDING,2024-04-13T09:15:16.84Z,GADING SERPONG,Asia/Jakarta,RENEWAL
fedcb6c77effa529d1dc6129975fd027,CANCELLED,2024-05-29T15:26:58.378Z,SUDIRMAN,Asia/Jakarta,UPGRADE
b5ac5712c4b6b41a4377eb679249f93f,PAID,2024-05-22T15:36:32.78Z,DENPASAR,Asia/Makassar,REJOIN
4cc0b06d5b57fa66e89c0125e2a174aa,PAID,2024-05-03T20:51:30.143Z,PLUIT,Asia/Jakarta,NEW
605d603355ab02dec2b1a3dd7bfea95a,PAID,2024-06-14T12:26:50.437Z,MAMPANG,Asia/Jakarta,NEW
4872fce4eef2211b075b0bf46b4df372,PAID,2024-06-23T15:52:53.844Z,CIKINI,Asia/Jakarta,REJOIN
cdf00e783e06c4a6122e0045e15369a5,PENDING,2024-01-28T23:22:12.099Z,MENTENG,Asia/Jakarta,NEW
e3b935384841b4f64be5b5f400894665,PENDING,2024-08-25T07:26:20.902Z,KEMANG,Asia/Jakarta,NEW
364693434c21e565b4107f64f7d1dc98,PAID,2024-01-05T10:58:47.473Z,SERPONG,Asia/Jakarta,NEW
f86e901556b2b2514fef64f59fb4883c,PAID,2024-03-28T18:30:44.326Z,ADITYAWARMAN,Asia/Jakarta,NEW
dfe9e4e0b3de2e114ed6b69de2b6c27b,PAID,2024-02-17T06:26:23.680Z,BENHIL,Asia/Jakarta,REJOIN
a316ed47285c68c38c7761b7fe252f49,PAID,2024-07-18T22:10:54.615Z,KEMANG,Asia/Jakarta,REJOIN
11c060cf05f44fe6ac505bf76690ef00,PAID,2024-07-30T13:28:18.559Z,KUNINGAN,Asia/Jakarta,NEW
ca7b706956112d5e936b48169ee2aa05,PAID,2024-03-13T06:31:09.604Z,GREENVILLE,Asia/Jakarta,NEW
57b8db686d4234ca36ef3f0f5f0bed92,PAID,2024-03-31T05:26:10.352Z,SENAYAN,Asia/Jakarta,NEW
6b325b03b0f4b401bf9a2b0ed8f880f9,PAID,2024-05-13T12:28:31.428Z,BSD,Asia/Jakarta,NEW
4558ed421ecbe6216c17138af5303001,FAILED,2024-01-23T13:40:35.088Z,CIKINI,Asia/Jakarta,NEW
b497cb57f6aa2198812f2aef198a42cb,PAID,2024-03-14T21:42:04.283Z,BSD,Asia/Jakarta,NEW
6f989a9439ed74907cf1379f127c06b6,PENDING,2024-07-28T00:07:03.201Z,GREENVILLE,Asia/Jakarta,NEW
65e1c784f450ed02407db8f4549717fe,PENDING,2024-02-05T22:37:25.206Z,PLUIT,Asia/Jakarta,NEW
603f3f84575edb3555a4018fefc0c581,PAID,2024-04-09T02:37:19.144Z,SENAYAN,Asia/Jakarta,NEW
66645d2aacdf19467a5ddccb1bce04a5,PAID,2024-06-26T14:35:06.103Z,TEBET,Asia/Jakarta,NEW
64459b6b9cbc051d2e52b257a8acf967,PAID,2024-03-24T05:01:51.838Z,KELAPA GADING,Asia/Jakarta,NEW
7c67480ecfa8648cb08d28962aa562f8,EXPIRED,2024-04-04T02:59:45.868Z,ADITYAWARMAN,Asia/Jakarta,NEW
162551c03e6f4886f6c85de09c86b273,PAID,2024-07-29T16:14:07.190Z,SENAYAN,Asia/Jakarta,REJOIN
caf46c4cd2b445ca6ac3d8ad37b06878,PENDING,2024-02-02T11:58:29.715Z,GADING SERPONG,Asia/Jakarta,NEW
7272f379a2d51695b4ded068629126f6,FAILED,2024-02-27T09:53:20.483Z,ALAM SUTERA,Asia/Jakarta,NEW
b0136545973ca8c09c55fc99a2359923,PAID,2024-02-05T01:29:31.751Z,KUNINGAN,Asia/Jakarta,NEW
d1115ec09235343599b409536f9b08bd,PENDING,2024-02-02T18:33:19.788Z,UBUD,Asia/Makassar,REJOIN
96d0a027ac65901f4f5bc7e434da70d6,PAID,2024-08-04T21:14:20.792Z,SUDIRMAN,Asia/Jakarta,NEW
bd83c64ccd7008092c0b3f78d4f40459,FAILED,2024-03-20T02:07:06.183Z,SUNSET ROAD,Asia/Makassar,REJOIN
d263e7d49b541a635519235fb3df5ca8,PENDING,2024-06-26T00:17:22.479Z,GADING SERPONG,Asia/Jakarta,RENEWAL
d0ee8590f40af2e48bc5d1e96970cd7e,CANCELLED,2024-03-18T10:35:11.144Z,ALAM SUTERA,Asia/Jakarta,NEW
11473bcd8ccb59d35091721e5fb97ac3,PAID,2024-01-12T04:29:47.807Z,CIKINI,Asia/Jakarta,RENEWAL
64698b46ba2a0bc6a52655f11c03ba10,PAID,2024-06-05T02:34:54.808Z,CIKINI,Asia/Jakarta,NEW
0d38908c3ab858a6bbc6224804283d15,PAID,2024-08-16T13:34:34.576Z,SEMINYAK,Asia/Makassar,NEW
0ce0603b5f1eaa48abb812365fe92867,PAID,2024-06-15T05:14:16.914Z,KEMANG,Asia/Jakarta,NEW
1ba5c06e02751dc968895d839c758b2e,PAID,2024-02-20T05:38:11.175Z,MENTENG,Asia/Jakarta,NEW
23d8654acd4544409a01fbb3f8277009,EXPIRED,2024-05-26T03:59:50.679Z,BSD,Asia/Jakarta,RENEWAL
6fdef1f54963f216dc762cc3ae53b960,REFUNDED,2024-03-03T05:52:32.356Z,KUNINGAN,Asia/Jakarta,NEW
dca02e3ef8fed672554e9bd9cebb58ec,REFUNDED,2024-03-12T12:51:30.189Z,SUDIRMAN,Asia/Jakarta,NEW
f512ec6a0e43777b2c56ebbc658d2b7f,CANCELLED,2024-04-06T21:01:11.374Z,BSD,Asia/Jakarta,NEW
3a9bcf8987545878af9f599773f1c754,PAID,2024-08-04T12:34:45.598Z,CIKINI,Asia/Jakarta,NEW
0a084b5025abdf80a59263af58ac54a4,CANCELLED,2024-05-05T19:03:44.356Z,SERPONG,Asia/Jakarta,NEW
4ebf2a522c2b89d7d7b6f63474c3790f,PAID,2024-04-29T03:56:53.621Z,SUDIRMAN,Asia/Jakarta,REJOIN
2d0ed8eca4111abf65dcf0f6c38cbb1e,PENDING,2024-01-11T12:03:56.227Z,BENHIL,Asia/Jakarta,REJOIN
0f6b347649b6d3feee957ce9df0a1875,PAID,2024-04-05T20:30:47.738Z,SUNSET ROAD,Asia/Makassar,NEW
deaca88f459e0ccc6b5782713e086f83,PAID,2024-03-09T02:18:31.98Z,MAMPANG,Asia/Jakarta,RENEWAL
4f725cc28e8e56e419a443f5e82d9921,PAID,2024-07-29T23:13:38.846Z,ALAM SUTERA,Asia/Jakarta,REJOIN
81ac6698fda50a3bad07554d7818a154,PAID,2024-01-14T08:47:06.164Z,CIKINI,Asia/Jakarta,NEW
75943ea77cb446061a55343e785f92a0,PAID,2024-03-09T21:40:48.792Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
2f2f1d08fba2798325f8604e58388a56,PAID,2024-06-27T14:33:31.399Z,GADING SERPONG,Asia/Jakarta,NEW
93fd0161ce97c068627e5a7d9d47b5d6,FAILED,2024-07-31T04:41:44.793Z,TEBET,Asia/Jakarta,NEW
5b68abd8402e01b36e346b71bc01e5df,PAID,2024-08-07T09:30:36.397Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
fee2ffae4617fb753647969677de9c42,PAID,2024-08-22T09:48:46.657Z,KUNINGAN,Asia/Jakarta,RENEWAL
b1c20fc9339861c52ac0a6b19c4cb344,PAID,2024-05-05T18:09:56.909Z,TEBET,Asia/Jakarta,NEW
188d0236da36c81507345d11266eb428,FAILED,2024-01-09T23:06:28.978Z,GREENVILLE,Asia/Jakarta,NEW
4b935a28e4cff710b2272e8e8578e101,PAID,2024-06-22T13:14:14.818Z,PONDOK INDAH,Asia/Jakarta,RENEWAL
76b3f587500ef92350545d8f41cbd5d1,PAID,2024-06-29T04:03:56.921Z,SEMINYAK,Asia/Makassar,RENEWAL
9d5862b0e02b647ea5f31bcc6a34fdf8,PAID,2024-06-22T23:36:33.763Z,BSD,Asia/Jakarta,UPGRADE
858cdecb4d86c49aca8881519b878099,EXPIRED,2024-07-17T00:54:22.52Z,DENPASAR,Asia/Makassar,NEW
3aadedabdd7ff339867369cb137c4b34,EXPIRED,2024-01-10T23:13:55.763Z,MAMPANG,Asia/Jakarta,NEW
1577e6e4b29bd0b2f4d2f83ecb63adbb,PAID,2024-01-05T23:50:32.684Z,BENHIL,Asia/Jakarta,NEW
691f6306e0cd0fc10a22474afcdc9a5b,FAILED,2024-02-11T05:45:07.474Z,BINTARO,Asia/Jakarta,NEW
10cc6ea807665d514d85ef6251db5adf,PENDING,2024-02-16T02:24:23.541Z,GREENVILLE,Asia/Jakarta,NEW
37a88fe6e5d476f78c843ad1e6fcfc29,FAILED,2024-05-02T17:06:28.618Z,PONDOK INDAH,Asia/Jakarta,UPGRADE
c690eac164dc2f3287f0eb52b0415fd8,PAID,2024-04-04T12:52:12.967Z,GADING SERPONG,Asia/Jakarta,NEW
acaefdc1ed08d9c1170221060fe03c4b,PAID,2024-08-05T02:11:52.124Z,ALAM SUTERA,Asia/Jakarta,RENEWAL
222cd78cbbb7f366d1ea92235af353d0,PAID,2024-08-24T03:04:21.124Z,UBUD,Asia/Makassar,NEW
542373523da8e79f2e9c2ae4cf9e1a07,PAID,2024-03-17T07:58:59.169Z,BENHIL,Asia/Jakarta,NEW
cb575704f5b979b9c437c707e2948c52,PAID,2024-07-02T03:08:41.223Z,BINTARO,Asia/Jakarta,NEW
b2e104e9496ffc8dd93ea0616d76f7da,EXPIRED,2024-07-17T10:25:46.265Z,BENHIL,Asia/Jakarta,NEW
04ca1772246f5e07204b94bbdb1cfea2,PENDING,2024-03-23T17:49:25.104Z,ALAM SUTERA,Asia/Jakarta,RENEWAL
e17d98f052f94de7f3bf3bdd4618d4e4,CANCELLED,2024-08-26T13:32:13.364Z,SERPONG,Asia/Jakarta,UPGRADE
b661d846d201e552c88fecde0560cac5,REFUNDED,2024-06-08T02:54:33.57Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
fff7afbdd8d5d63dca74daad0cd20d48,PAID,2024-07-15T17:53:43.447Z,KUNINGAN,Asia/Jakarta,NEW
f9d13562ae4183a18fe83a831c64361c,PAID,2024-02-12T00:18:45.848Z,SETIABUDI,Asia/Jakarta,NEW
a6bd38159d3cad182ca3fe63c5d4d595,PENDING,2024-06-04T10:46:04.605Z,PLUIT,Asia/Jakarta,REJOIN
b37f21aa7e82301fed5ff55c0eeb14c1,CANCELLED,2024-05-10T09:41:20.399Z,GREENVILLE,Asia/Jakarta,UPGRADE
3fcf68814ae1586424041ea75a5dd385,PAID,2024-08-28T18:21:12.043Z,SUDIRMAN,Asia/Jakarta,NEW
b68acfad23e17384e1df6c9382412e8d,PAID,2024-05-23T03:50:43.998Z,BINTARO,Asia/Jakarta,NEW
8f2deeed7668f3bee33727b107c275f1,PAID,2024-05-19T19:34:18.319Z,BSD,Asia/Jakarta,REJOIN
bc8e6606cc67908d217966eff254e981,PAID,2024-07-16T01:58:58.011Z,DENPASAR,Asia/Makassar,NEW
